Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample_num	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	KT2440	PrimaryQC	project_name	condition_name	rep_name	reference_condition	DOI
DRX086742	6/27/2017 17:01	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093244	DRP003702	PRJDB5812	392255	DRS047711	SAMD00080951	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		GEO	0	0	4223618	7283715				UWC1				TRUE	Pass	Mobile_gene2	Condition1	1	Condition2	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812
DRX086743	6/27/2017 17:01	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093245	DRP003702	PRJDB5812	392255	DRS047712	SAMD00080952	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		GEO	0	0	4223619	7283716				UWC1				TRUE	Fail	Mobile_gene2	Condition1	2	Condition2	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812
DRX086744	6/27/2017 17:01	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093246	DRP003702	PRJDB5812	392255	DRS047713	SAMD00080953	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		GEO	0	0	4223620	7283717				UWC1				TRUE	Fail	Mobile_gene2	Condition1	3	Condition2	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812
DRX086745	6/27/2017 17:01	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093247	DRP003702	PRJDB5812	392255	DRS047714	SAMD00080954	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		GEO	0	0	4223621	7283718				UWC1				TRUE	Pass	Mobile_gene2	Condition1	4	Condition2	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812
DRX086746	6/27/2017 17:01	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093248	DRP003702	PRJDB5812	392255	DRS047715	SAMD00080955	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		GEO	0	0	4223622	7283719				UWC1				TRUE	Pass	Mobile_gene2	Condition2	1	Condition2	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812
DRX086747	6/27/2017 17:01	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093249	DRP003702	PRJDB5812	392255	DRS047716	SAMD00080956	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		GEO	0	0	4223623	7283720				UWC1				TRUE	Pass	Mobile_gene2	Condition2	2	Condition2	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812
DRX086748	6/27/2017 17:01	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093250	DRP003702	PRJDB5812	392255	DRS047717	SAMD00080957	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		GEO	0	0	4223624	7283721				UWC1				TRUE	Pass	Mobile_gene2	Condition2	3	Condition2	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812
DRX086749	6/27/2017 17:01	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093251	DRP003702	PRJDB5812	392255	DRS047718	SAMD00080958	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		GEO	0	0	4223625	7283722				UWC1				TRUE	Pass	Mobile_gene2	Condition2	4	Condition2	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812
DRX086750	6/27/2017 17:01	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093252	DRP003702	PRJDB5812	392255	DRS047719	SAMD00080959	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		GEO	0	0	4223626	7283723				UWC1				TRUE	Pass	Mobile_gene2	Condition3	1	Condition2	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812
DRX086751	6/27/2017 17:01	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093253	DRP003702	PRJDB5812	392255	DRS047720	SAMD00080960	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		GEO	0	0	4223627	7283724				UWC1				TRUE	Fail	Mobile_gene2	Condition3	2	Condition2	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812
DRX086752	6/27/2017 17:01	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093254	DRP003702	PRJDB5812	392255	DRS047721	SAMD00080961	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		GEO	0	0	4223628	7283725				UWC1				TRUE	Fail	Mobile_gene2	Condition3	3	Condition2	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812
