,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample_num,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,R1,R2,KT2440,PrimaryQC,project_name,condition_name,rep_name,reference_condition,DOI,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
CJ522_f_1,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_fructose,1.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_fructose,True,True
CJ522_f_2,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_fructose,2.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_fructose,True,True
CJ522_f_3,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_fructose,3.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_fructose,True,True
CJ522_fg_1,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_fructose_glucose,1.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_fructose_glucose,True,True
CJ522_fg_2,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_fructose_glucose,2.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_fructose_glucose,True,True
CJ522_fg_3,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_fructose_glucose,3.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_fructose_glucose,True,True
CJ522_gfg_1,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_fructose_glucose_gluconate,1.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_fructose_glucose_gluconate,True,True
CJ522_gfg_2,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_fructose_glucose_gluconate,2.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_fructose_glucose_gluconate,True,True
CJ522_gfg_3,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_fructose_glucose_gluconate,3.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_fructose_glucose_gluconate,True,True
CJ522_gg_1,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_glucose_gluconate,1.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_glucose_gluconate,True,True
CJ522_gg_2,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_glucose_gluconate,2.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_glucose_gluconate,True,True
CJ522_gg_3,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_glucose_gluconate,3.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_glucose_gluconate,True,True
CJ522_glc_1,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_gluconate,1.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_gluconate,True,True
CJ522_glc_2,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_gluconate,2.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_gluconate,True,True
CJ522_glc_3,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_gluconate,3.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_gluconate,True,True
CJ522_glu_1,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_glucose,1.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_glucose,True,True
CJ522_glu_2,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_glucose,2.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_glucose,True,True
CJ522_glu_3,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL,0,0,,,,,,,,,,True,Pass,Muconate,CJ522_glucose,3.0,KT2440_glucose,10.1016/j.ymben.2020.01.001,True,True,True,Muconate:CJ522_glucose,True,True
DRX086742,6/27/2017 17:01,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2500,DRR093244,DRP003702,PRJDB5812,392255.0,DRS047711,SAMD00080951,DRA005830,RNA-Seq,other,TRANSCRIPTOMIC,,GEO,0,0,4223618.0,7283715.0,,,,UWC1,,,,True,Pass,Mobile_gene2,Condition1,1.0,Condition2,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812,True,True,True,Mobile_gene2:Condition1,True,True
