,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,Genotype,rep_name,reference_condition,strain_description,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
CJ522_f_1,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_fructose,,1,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_fructose,TRUE,TRUE
CJ522_f_2,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_fructose,,2,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_fructose,TRUE,TRUE
CJ522_f_3,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_fructose,,3,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_fructose,TRUE,TRUE
CJ522_fg_1,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_fructose_glucose,,1,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_fructose_glucose,TRUE,TRUE
CJ522_fg_2,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_fructose_glucose,,2,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_fructose_glucose,TRUE,TRUE
CJ522_fg_3,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_fructose_glucose,,3,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_fructose_glucose,TRUE,TRUE
CJ522_gfg_1,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_fructose_glucose_gluconate,,1,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_fructose_glucose_gluconate,TRUE,TRUE
CJ522_gfg_2,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_fructose_glucose_gluconate,,2,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_fructose_glucose_gluconate,TRUE,TRUE
CJ522_gfg_3,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_fructose_glucose_gluconate,,3,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_fructose_glucose_gluconate,TRUE,TRUE
CJ522_gg_1,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_glucose_gluconate,,1,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_glucose_gluconate,TRUE,TRUE
