Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2
DRX086742	2017-06-27 17:01:15	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093244	DRP003702	PRJDB5812	392255	DRS047711	SAMD00080951	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		AIST	0	0	4223618	7283715				UWC1			
DRX086743	2017-06-27 17:01:15	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093245	DRP003702	PRJDB5812	392255	DRS047712	SAMD00080952	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		AIST	0	0	4223619	7283716				UWC1			
DRX086744	2017-06-27 17:01:15	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093246	DRP003702	PRJDB5812	392255	DRS047713	SAMD00080953	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		AIST	0	0	4223620	7283717				UWC1			
DRX086745	2017-06-27 17:01:15	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093247	DRP003702	PRJDB5812	392255	DRS047714	SAMD00080954	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		AIST	0	0	4223621	7283718				UWC1			
DRX086746	2017-06-27 17:01:15	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093248	DRP003702	PRJDB5812	392255	DRS047715	SAMD00080955	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		AIST	0	0	4223622	7283719				UWC1			
DRX086747	2017-06-27 17:01:15	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093249	DRP003702	PRJDB5812	392255	DRS047716	SAMD00080956	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		AIST	0	0	4223623	7283720				UWC1			
DRX086748	2017-06-27 17:01:15	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093250	DRP003702	PRJDB5812	392255	DRS047717	SAMD00080957	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		AIST	0	0	4223624	7283721				UWC1			
DRX086749	2017-06-27 17:01:15	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093251	DRP003702	PRJDB5812	392255	DRS047718	SAMD00080958	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		AIST	0	0	4223625	7283722				UWC1			
DRX086750	2017-06-27 17:01:15	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093252	DRP003702	PRJDB5812	392255	DRS047719	SAMD00080959	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		AIST	0	0	4223626	7283723				UWC1			
DRX086751	2017-06-27 17:01:15	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093253	DRP003702	PRJDB5812	392255	DRS047720	SAMD00080960	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		AIST	0	0	4223627	7283724				UWC1			
DRX086752	2017-06-27 17:01:15	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093254	DRP003702	PRJDB5812	392255	DRS047721	SAMD00080961	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		AIST	0	0	4223628	7283725				UWC1			
DRX086753	2017-06-27 17:01:15	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093255	DRP003702	PRJDB5812	392255	DRS047722	SAMD00080962	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		AIST	0	0	4223629	7283726				UWC1			
DRX086754	2017-06-27 17:01:15	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093256	DRP003702	PRJDB5812	392255	DRS047723	SAMD00080963	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		AIST	0	0	4223630	7283727				UWC1			
DRX086755	2017-06-27 17:01:15	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093257	DRP003702	PRJDB5812	392255	DRS047724	SAMD00080964	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		AIST	0	0	4223631	7283728				UWC1			
